"filename", "language", "XML", "Java", "Java Properties", "Markdown", "YAML", "comment", "blank", "total"
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/item/triggers/PlayerMovementTrigger.class", "Java", 0, 45, 0, 0, 0, 0, 0, 45
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/item/triggers/ProjectileTrigger.class", "Java", 0, 27, 0, 0, 0, 0, 0, 27
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/item/triggers/SwappingTrigger.class", "Java", 0, 34, 0, 0, 0, 0, 0, 34
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/listeners/cooldown/CooldownCleanupListener.class", "Java", 0, 16, 0, 0, 0, 0, 0, 16
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/listeners/items/InfiniteItemListener.class", "Java", 0, 59, 0, 0, 0, 0, 1, 60
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/listeners/items/ItemDropListener.class", "Java", 0, 57, 0, 0, 0, 0, 0, 57
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/ActionUtils.class", "Java", 0, 31, 0, 0, 0, 0, 0, 31
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/ChatUtils.class", "Java", 0, 11, 0, 0, 0, 0, 0, 11
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/DynamicUtil.class", "Java", 0, 19, 0, 0, 0, 0, 0, 19
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/MathEvaluator$1.class", "Java", 0, 37, 0, 0, 0, 0, 0, 37
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/MathEvaluator.class", "Java", 0, 8, 0, 0, 0, 0, 0, 8
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/PlaceholderUtil$ResolveData.class", "Java", 0, 13, 0, 0, 0, 0, 0, 13
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/PlaceholderUtil.class", "Java", 0, 89, 0, 0, 0, 0, 5, 94
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/classes/java/main/ru/last/lastitems/utils/TimeData.class", "Java", 0, 41, 0, 0, 0, 0, 0, 41
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/resources/main/config.yml", "YAML", 0, 0, 0, 0, 24, 4, 4, 32
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/resources/main/items/trident.yml", "YAML", 0, 0, 0, 0, 26, 0, 2, 28
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/resources/main/messages.yml", "YAML", 0, 0, 0, 0, 27, 0, 3, 30
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/resources/main/paper-plugin.yml", "YAML", 0, 0, 0, 0, 15, 0, 3, 18
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/resources/main/plugin.yml", "YAML", 0, 0, 0, 0, 9, 0, 3, 12
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/resources/main/time-format.yml", "YAML", 0, 0, 0, 0, 86, 7, 4, 97
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_47945397a379b26b8e628304d8c6dc5e/org/bstats/bukkit/Metrics.class", "Java", 0, 98, 0, 0, 0, 0, 0, 98
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/MetricsBase.class", "Java", 0, 110, 0, 0, 0, 0, 0, 110
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/AdvancedBarChart.class", "Java", 0, 24, 0, 0, 0, 0, 0, 24
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/AdvancedPie.class", "Java", 0, 25, 0, 0, 0, 0, 0, 25
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/CustomChart.class", "Java", 0, 21, 0, 0, 0, 0, 0, 21
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/DrilldownPie.class", "Java", 0, 31, 0, 0, 0, 0, 0, 31
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/MultiLineChart.class", "Java", 0, 25, 0, 0, 0, 0, 0, 25
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/SimpleBarChart.class", "Java", 0, 25, 0, 0, 0, 0, 0, 25
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/SimplePie.class", "Java", 0, 17, 0, 0, 0, 0, 0, 17
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/charts/SingleLineChart.class", "Java", 0, 14, 0, 0, 0, 0, 0, 14
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/config/MetricsConfig.class", "Java", 0, 76, 0, 0, 0, 0, 0, 76
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/json/JsonObjectBuilder$1.class", "Java", 0, 4, 0, 0, 0, 0, 0, 4
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/json/JsonObjectBuilder$JsonObject.class", "Java", 0, 10, 0, 0, 0, 0, 0, 10
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/build/tmp/.cache/expanded/zip_5fb1e0522dbdab4b3b74af3d76f3b730/org/bstats/json/JsonObjectBuilder.class", "Java", 0, 53, 0, 0, 0, 0, 0, 53
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/gradle.properties", "Java Properties", 0, 0, 7, 0, 0, 0, 1, 8
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/gradle/wrapper/gradle-wrapper.properties", "Java Properties", 0, 0, 9, 0, 0, 0, 1, 10
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/LastItemsFree.java", "Java", 0, 82, 0, 0, 0, 1, 21, 104
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/commands/ArgSuggest.java", "Java", 0, 36, 0, 0, 0, 0, 10, 46
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/commands/ArgumentFactory.java", "Java", 0, 39, 0, 0, 0, 0, 8, 47
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/commands/MainCommand.java", "Java", 0, 359, 0, 0, 0, 8, 72, 439
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/config/ConfigManager.java", "Java", 0, 59, 0, 0, 0, 1, 14, 74
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/config/ConfigType.java", "Java", 0, 15, 0, 0, 0, 0, 4, 19
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/config/models/LogLevelSettings.java", "Java", 0, 12, 0, 0, 0, 0, 4, 16
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/config/models/MainConfig.java", "Java", 0, 56, 0, 0, 0, 0, 10, 66
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/config/models/MessagesConfig.java", "Java", 0, 108, 0, 0, 0, 0, 21, 129
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/config/models/ModulesSettings.java", "Java", 0, 13, 0, 0, 0, 0, 5, 18
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/debug/DebugLogger.java", "Java", 0, 52, 0, 0, 0, 0, 12, 64
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/debug/DebugType.java", "Java", 0, 7, 0, 0, 0, 0, 1, 8
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/hooks/PlaceHook.java", "Java", 0, 89, 0, 0, 0, 0, 23, 112
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/ActionNode.java", "Java", 0, 97, 0, 0, 0, 0, 19, 116
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/ActionTrigger.java", "Java", 0, 38, 0, 0, 0, 2, 2, 42
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/CustomItem.java", "Java", 0, 60, 0, 0, 0, 0, 12, 72
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/ItemLoader.java", "Java", 0, 96, 0, 0, 0, 0, 21, 117
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/ItemRegistry.java", "Java", 0, 49, 0, 0, 0, 0, 12, 61
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/NoDropSettings.java", "Java", 0, 10, 0, 0, 0, 0, 3, 13
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/TargetResolver.java", "Java", 0, 32, 0, 0, 0, 0, 8, 40
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/TimeFormatter.java", "Java", 0, 86, 0, 0, 0, 0, 16, 102
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/TriggerConditions.java", "Java", 0, 46, 0, 0, 0, 0, 10, 56
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/TriggerContext.java", "Java", 0, 33, 0, 0, 0, 0, 5, 38
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/TriggerParser.java", "Java", 0, 96, 0, 0, 0, 0, 18, 114
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/actions/Effect.java", "Java", 0, 6, 0, 0, 0, 5, 3, 14
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/actions/EffectParser.java", "Java", 0, 142, 0, 0, 0, 0, 20, 162
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/actions/types/ClearAction.java", "Java", 0, 27, 0, 0, 0, 0, 6, 33
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/actions/types/CooldownAction.java", "Java", 0, 66, 0, 0, 0, 0, 13, 79
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/actions/types/NoTargetAction.java", "Java", 0, 15, 0, 0, 0, 0, 4, 19
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/actions/types/VanillaAction.java", "Java", 0, 42, 0, 0, 0, 0, 11, 53
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/AbstractEffect.java", "Java", 0, 21, 0, 0, 0, 0, 7, 28
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/ActionBarEffect.java", "Java", 0, 18, 0, 0, 0, 0, 6, 24
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/BlocksEffect.java", "Java", 0, 168, 0, 0, 0, 2, 20, 190
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/ConsoleEffect.java", "Java", 0, 59, 0, 0, 0, 0, 12, 71
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/DamageEffect.java", "Java", 0, 31, 0, 0, 0, 1, 7, 39
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/DisableItemsEffect.java", "Java", 0, 37, 0, 0, 0, 1, 8, 46
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/FreezeEffect.java", "Java", 0, 26, 0, 0, 0, 2, 7, 35
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/KnockbackEffect.java", "Java", 0, 37, 0, 0, 0, 1, 7, 45
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/LightningEffect.java", "Java", 0, 53, 0, 0, 0, 1, 9, 63
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/MessageEffect.java", "Java", 0, 18, 0, 0, 0, 0, 6, 24
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/ParticleEffect.java", "Java", 0, 241, 0, 0, 0, 3, 34, 278
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/PotionEffect.java", "Java", 0, 89, 0, 0, 0, 2, 11, 102
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/effects/TitleEffect.java", "Java", 0, 64, 0, 0, 0, 1, 14, 79
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/ArmorEquipTrigger.java", "Java", 0, 41, 0, 0, 0, 0, 6, 47
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/BlockTrigger.java", "Java", 0, 34, 0, 0, 0, 0, 6, 40
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/ClickTrigger.java", "Java", 0, 37, 0, 0, 0, 0, 8, 45
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/HitTrigger.java", "Java", 0, 23, 0, 0, 0, 0, 4, 27
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/ItemActionsTrigger.java", "Java", 0, 55, 0, 0, 0, 0, 8, 63
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/ItemMiscTrigger.java", "Java", 0, 55, 0, 0, 0, 0, 8, 63
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/KillEntityTrigger.java", "Java", 0, 25, 0, 0, 0, 0, 4, 29
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/KillPlayerTrigger.java", "Java", 0, 23, 0, 0, 0, 0, 6, 29
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/PlayerMiscTrigger.java", "Java", 0, 61, 0, 0, 0, 0, 12, 73
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/PlayerMovementJumpTrigger.java", "Java", 0, 43, 0, 0, 0, 0, 7, 50
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/PlayerMovementTrigger.java", "Java", 0, 46, 0, 0, 0, 0, 9, 55
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/ProjectileTrigger.java", "Java", 0, 37, 0, 0, 0, 0, 7, 44
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/item/triggers/SwappingTrigger.java", "Java", 0, 41, 0, 0, 0, 0, 7, 48
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/listeners/cooldown/CooldownCleanupListener.java", "Java", 0, 19, 0, 0, 0, 0, 3, 22
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/listeners/items/InfiniteItemListener.java", "Java", 0, 112, 0, 0, 0, 0, 26, 138
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/listeners/items/ItemDropListener.java", "Java", 0, 96, 0, 0, 0, 0, 21, 117
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/ActionUtils.java", "Java", 0, 23, 0, 0, 0, 0, 3, 26
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/ChatUtils.java", "Java", 0, 9, 0, 0, 0, 1, 3, 13
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/DynamicUtil.java", "Java", 0, 26, 0, 0, 0, 0, 7, 33
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/MathEvaluator.java", "Java", 0, 64, 0, 0, 0, 0, 11, 75
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/Message.java", "Java", 0, 31, 0, 0, 0, 0, 7, 38
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/PlaceholderUtil.java", "Java", 0, 111, 0, 0, 0, 1, 22, 134
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/java/ru/last/lastitems/utils/TimeData.java", "Java", 0, 53, 0, 0, 0, 0, 14, 67
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/config.yml", "YAML", 0, 0, 0, 0, 18, 2, 4, 24
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/items/trident.yml", "YAML", 0, 0, 0, 0, 26, 0, 2, 28
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/messages.yml", "YAML", 0, 0, 0, 0, 27, 0, 4, 31
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/modules/commands.yml", "YAML", 0, 0, 0, 0, 32, 2, 2, 36
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/modules/folder.yml", "YAML", 0, 0, 0, 0, 13, 0, 4, 17
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/modules/time-format.yml", "YAML", 0, 0, 0, 0, 86, 7, 4, 97
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/paper-plugin.yml", "YAML", 0, 0, 0, 0, 15, 0, 3, 18
"/home/last/Рабочий стол/LastPlugins/My Plugins/LastItems Free/src/main/resources/plugin.yml", "YAML", 0, 0, 0, 0, 9, 0, 3, 12
"Total", "-", 149, 8783, 17, 1, 623, 174, 846, 10593
